Date,Transport_Type,Total_Ridership,Percent_compared_to_pre_pandemic_day
2024-04-14,Bridges and Tunnels,897470,104
2024-04-15,Bridges and Tunnels,933433,99
2024-04-16,Bridges and Tunnels,941739,100
2024-04-17,Bridges and Tunnels,942089,100
2024-04-18,Bridges and Tunnels,955479,102
2024-04-19,Bridges and Tunnels,1000275,106
2024-04-20,Bridges and Tunnels,949195,104
2024-04-21,Bridges and Tunnels,873632,101
2024-04-22,Bridges and Tunnels,902943,96
2024-04-23,Bridges and Tunnels,869972,92
2024-04-24,Bridges and Tunnels,880348,94
2024-04-25,Bridges and Tunnels,962228,102
2024-04-26,Bridges and Tunnels,955900,102
2024-04-27,Bridges and Tunnels,911900,100
2024-04-28,Bridges and Tunnels,881076,102
2024-04-29,Bridges and Tunnels,866723,92
2024-04-30,Bridges and Tunnels,872347,93
2024-05-01,Bridges and Tunnels,954842,99
2024-05-02,Bridges and Tunnels,980830,102
2024-05-03,Bridges and Tunnels,1004571,104
2024-05-04,Bridges and Tunnels,951334,99
2024-05-05,Bridges and Tunnels,819681,96
2024-05-06,Bridges and Tunnels,930298,97
2024-05-07,Bridges and Tunnels,954763,99
2024-05-08,Bridges and Tunnels,969162,101
2024-05-09,Bridges and Tunnels,999321,104
2024-05-10,Bridges and Tunnels,1001911,104
2024-05-11,Bridges and Tunnels,1004157,105
2024-05-12,Bridges and Tunnels,930720,109
2024-05-13,Bridges and Tunnels,953646,99
2024-05-14,Bridges and Tunnels,964136,100
2024-05-15,Bridges and Tunnels,942648,98
2024-05-16,Bridges and Tunnels,985179,102
2024-05-17,Bridges and Tunnels,1023765,106
2024-05-18,Bridges and Tunnels,969098,101
2024-05-19,Bridges and Tunnels,939438,110
2024-05-20,Bridges and Tunnels,956799,99
2024-05-21,Bridges and Tunnels,962058,100
2024-05-22,Bridges and Tunnels,975096,101
2024-05-23,Bridges and Tunnels,1011195,105
2024-05-24,Bridges and Tunnels,1034556,107
2024-05-25,Bridges and Tunnels,924855,97
2024-05-26,Bridges and Tunnels,905197,106
2024-05-27,Bridges and Tunnels,742353,87
2024-05-28,Bridges and Tunnels,967869,101
2024-05-29,Bridges and Tunnels,943930,98
2024-05-30,Bridges and Tunnels,997110,104
2024-05-31,Bridges and Tunnels,1020563,106
2024-06-01,Bridges and Tunnels,999068,102
2024-06-02,Bridges and Tunnels,940743,102
2024-06-03,Bridges and Tunnels,946610,96
2024-06-04,Bridges and Tunnels,957990,97
2024-06-05,Bridges and Tunnels,985722,100
2024-06-06,Bridges and Tunnels,978812,100
2024-06-07,Bridges and Tunnels,1035803,105
2024-06-08,Bridges and Tunnels,998451,102
2024-06-09,Bridges and Tunnels,962131,104
2024-06-10,Bridges and Tunnels,959576,98
2024-06-11,Bridges and Tunnels,951147,97
2024-06-12,Bridges and Tunnels,928453,94
2024-06-13,Bridges and Tunnels,964740,98
2024-06-14,Bridges and Tunnels,1011986,103
2024-06-15,Bridges and Tunnels,1022686,104
2024-06-16,Bridges and Tunnels,997278,108
2024-06-17,Bridges and Tunnels,956532,97
2024-06-18,Bridges and Tunnels,988738,101
2024-06-19,Bridges and Tunnels,969020,99
2024-06-20,Bridges and Tunnels,1020534,104
2024-06-21,Bridges and Tunnels,1022507,104
2024-06-22,Bridges and Tunnels,977336,99
2024-06-23,Bridges and Tunnels,953693,103
2024-06-24,Bridges and Tunnels,975173,99
2024-06-25,Bridges and Tunnels,1002164,102
2024-06-26,Bridges and Tunnels,1020784,104
2024-06-27,Bridges and Tunnels,1032517,105
2024-06-28,Bridges and Tunnels,1037403,106
2024-06-29,Bridges and Tunnels,977287,99
2024-06-30,Bridges and Tunnels,885430,96
2024-07-01,Bridges and Tunnels,954908,99
2024-07-02,Bridges and Tunnels,951968,99
2024-07-03,Bridges and Tunnels,1003052,104
2024-07-04,Bridges and Tunnels,752680,85
2024-07-05,Bridges and Tunnels,854313,89
2024-07-06,Bridges and Tunnels,857713,93
2024-07-07,Bridges and Tunnels,909616,103
2024-07-08,Bridges and Tunnels,945690,98
2024-07-09,Bridges and Tunnels,927603,96
2024-07-10,Bridges and Tunnels,957143,100
2024-07-11,Bridges and Tunnels,993245,103
2024-07-12,Bridges and Tunnels,979245,102
2024-07-13,Bridges and Tunnels,912958,99
2024-07-14,Bridges and Tunnels,947148,107
2024-07-15,Bridges and Tunnels,950682,99
2024-07-16,Bridges and Tunnels,943841,98
2024-07-17,Bridges and Tunnels,956017,99
2024-07-18,Bridges and Tunnels,1005727,105
2024-07-19,Bridges and Tunnels,1018050,106
2024-07-20,Bridges and Tunnels,980583,106
2024-07-21,Bridges and Tunnels,962715,109
2024-07-22,Bridges and Tunnels,937858,98
2024-07-23,Bridges and Tunnels,928295,97
2024-07-24,Bridges and Tunnels,947798,99
2024-07-25,Bridges and Tunnels,990676,103
2024-07-26,Bridges and Tunnels,1012046,105
2024-07-27,Bridges and Tunnels,982745,106
2024-07-28,Bridges and Tunnels,943306,107
2024-07-29,Bridges and Tunnels,928486,97
2024-07-30,Bridges and Tunnels,937334,98
2024-07-31,Bridges and Tunnels,958860,100
2024-08-01,Bridges and Tunnels,1008364,104
2024-08-02,Bridges and Tunnels,987721,102
2024-08-03,Bridges and Tunnels,938339,98
2024-08-04,Bridges and Tunnels,885224,96
2024-08-05,Bridges and Tunnels,955722,98
2024-08-06,Bridges and Tunnels,898384,92
2024-08-07,Bridges and Tunnels,920296,95
2024-08-08,Bridges and Tunnels,940729,97
2024-08-09,Bridges and Tunnels,907512,93
2024-08-10,Bridges and Tunnels,949079,99
2024-08-11,Bridges and Tunnels,925152,101
2024-08-12,Bridges and Tunnels,925367,95
2024-08-13,Bridges and Tunnels,907386,93
2024-08-14,Bridges and Tunnels,961969,99
2024-08-15,Bridges and Tunnels,961969,99
2024-08-16,Bridges and Tunnels,1004704,103
2024-08-17,Bridges and Tunnels,954849,100
2024-08-18,Bridges and Tunnels,853807,93
2024-08-19,Bridges and Tunnels,931369,96
2024-08-20,Bridges and Tunnels,952393,98
2024-08-21,Bridges and Tunnels,958433,99
2024-08-22,Bridges and Tunnels,985469,101
2024-08-23,Bridges and Tunnels,999865,103
2024-08-24,Bridges and Tunnels,975307,102
2024-08-25,Bridges and Tunnels,946696,103
2024-08-26,Bridges and Tunnels,935864,96
2024-08-27,Bridges and Tunnels,949649,98
2024-08-28,Bridges and Tunnels,972274,100
2024-08-29,Bridges and Tunnels,992852,102
2024-08-30,Bridges and Tunnels,1004458,103
2024-08-31,Bridges and Tunnels,923923,96
2024-09-01,Bridges and Tunnels,896413,101
2024-09-02,Bridges and Tunnels,854109,97
2024-09-03,Bridges and Tunnels,959389,101
2024-09-04,Bridges and Tunnels,935127,98
2024-09-05,Bridges and Tunnels,966058,101
2024-09-06,Bridges and Tunnels,999365,105
2024-09-07,Bridges and Tunnels,912521,96
2024-09-08,Bridges and Tunnels,914241,103
2024-09-09,Bridges and Tunnels,930561,98
2024-09-10,Bridges and Tunnels,951227,100
2024-09-11,Bridges and Tunnels,921770,97
2024-09-12,Bridges and Tunnels,984868,103
2024-09-13,Bridges and Tunnels,1016290,107
2024-09-14,Bridges and Tunnels,1002908,105
2024-09-15,Bridges and Tunnels,946517,107
2024-09-16,Bridges and Tunnels,934600,98
2024-09-17,Bridges and Tunnels,945571,99
2024-09-18,Bridges and Tunnels,963160,101
2024-09-19,Bridges and Tunnels,997635,105
2024-09-20,Bridges and Tunnels,1019966,107
2024-09-21,Bridges and Tunnels,980137,103
2024-09-22,Bridges and Tunnels,936446,106
2024-09-23,Bridges and Tunnels,922758,97
2024-09-24,Bridges and Tunnels,927777,97
2024-09-25,Bridges and Tunnels,935215,98
2024-09-26,Bridges and Tunnels,963068,101
2024-09-27,Bridges and Tunnels,1010505,106
2024-09-28,Bridges and Tunnels,922085,97
2024-09-29,Bridges and Tunnels,869345,98
2024-09-30,Bridges and Tunnels,924795,97
2024-10-01,Bridges and Tunnels,922245,99
2024-10-02,Bridges and Tunnels,941325,101
2024-10-03,Bridges and Tunnels,926733,100
2024-10-04,Bridges and Tunnels,947077,102
2024-10-05,Bridges and Tunnels,966857,102
2024-10-06,Bridges and Tunnels,912831,108
2024-10-07,Bridges and Tunnels,917137,99
2024-10-08,Bridges and Tunnels,945208,102
2024-10-09,Bridges and Tunnels,957877,103
2024-10-10,Bridges and Tunnels,990350,107
2024-10-11,Bridges and Tunnels,1021735,110
2024-10-12,Bridges and Tunnels,957916,101
2024-10-13,Bridges and Tunnels,911708,108
2024-10-14,Bridges and Tunnels,911104,98
2024-10-15,Bridges and Tunnels,955621,103
2024-10-16,Bridges and Tunnels,950912,102
2024-10-17,Bridges and Tunnels,942095,102
2024-10-18,Bridges and Tunnels,993477,107
2024-10-19,Bridges and Tunnels,981152,104
2024-10-20,Bridges and Tunnels,939223,111
2024-10-21,Bridges and Tunnels,937487,101
2024-10-22,Bridges and Tunnels,932275,100
2024-10-23,Bridges and Tunnels,930104,100
2024-10-24,Bridges and Tunnels,931734,100
2024-10-25,Bridges and Tunnels,983885,106
2024-10-26,Bridges and Tunnels,988039,104
2024-10-27,Bridges and Tunnels,918610,109
2024-10-28,Bridges and Tunnels,926409,100
2024-10-29,Bridges and Tunnels,939734,101
2024-10-30,Bridges and Tunnels,970092,105
2024-10-31,Bridges and Tunnels,952775,103
2020-03-01,Staten Island Railway,1636,52
2020-03-02,Staten Island Railway,17140,107
2020-03-03,Staten Island Railway,17453,109
2020-03-04,Staten Island Railway,17136,107
2020-03-05,Staten Island Railway,17203,108
2020-03-06,Staten Island Railway,15285,96
2020-03-07,Staten Island Railway,2445,48
2020-03-08,Staten Island Railway,1672,53
2020-03-09,Staten Island Railway,16122,101
2020-03-10,Staten Island Railway,15805,99
2020-03-11,Staten Island Railway,15340,96
2020-03-12,Staten Island Railway,14169,89
2020-03-13,Staten Island Railway,11769,74
2020-03-14,Staten Island Railway,2135,42
2020-03-15,Staten Island Railway,1368,43
2020-03-16,Staten Island Railway,5741,36
2020-03-17,Staten Island Railway,4573,29
2020-03-18,Staten Island Railway,4133,26
2020-03-19,Staten Island Railway,3452,22
2020-03-20,Staten Island Railway,3124,20
2020-03-21,Staten Island Railway,1044,21
2020-03-22,Staten Island Railway,641,20
2020-03-23,Staten Island Railway,1639,10
2020-03-24,Staten Island Railway,1727,11
2020-03-25,Staten Island Railway,1572,10
2020-03-26,Staten Island Railway,1563,10
2020-03-27,Staten Island Railway,1495,9
2020-03-28,Staten Island Railway,600,12
2020-03-29,Staten Island Railway,419,13
2020-03-30,Staten Island Railway,1140,7
2020-03-31,Staten Island Railway,1043,7
2020-04-01,Staten Island Railway,720,4
2020-04-02,Staten Island Railway,882,5
2020-04-03,Staten Island Railway,843,5
2020-04-04,Staten Island Railway,425,8
2020-04-05,Staten Island Railway,300,9
2020-04-06,Staten Island Railway,819,5
2020-04-07,Staten Island Railway,732,5
2020-04-08,Staten Island Railway,721,4
2020-04-09,Staten Island Railway,690,4
2020-04-10,Staten Island Railway,672,4
2020-04-11,Staten Island Railway,406,8
2020-04-12,Staten Island Railway,294,9
2020-04-13,Staten Island Railway,649,4
2020-04-14,Staten Island Railway,791,5
2020-04-15,Staten Island Railway,792,5
2020-04-16,Staten Island Railway,790,5
2020-04-17,Staten Island Railway,738,5
2020-04-18,Staten Island Railway,339,7
2020-04-19,Staten Island Railway,340,10
2020-04-20,Staten Island Railway,770,5
2020-04-21,Staten Island Railway,753,5
2020-04-22,Staten Island Railway,793,5
2020-04-23,Staten Island Railway,780,5
2020-04-24,Staten Island Railway,688,4
2020-04-25,Staten Island Railway,449,9
2020-04-26,Staten Island Railway,309,9
2020-04-27,Staten Island Railway,812,5
2020-04-28,Staten Island Railway,826,5
2020-04-29,Staten Island Railway,790,5
2020-04-30,Staten Island Railway,764,5
2020-05-01,Staten Island Railway,763,4
2020-05-02,Staten Island Railway,489,10
2020-05-03,Staten Island Railway,334,9
2020-05-04,Staten Island Railway,897,5
2020-05-05,Staten Island Railway,894,5
2020-05-06,Staten Island Railway,822,5
2020-05-07,Staten Island Railway,930,5
2020-05-08,Staten Island Railway,811,5
2020-05-09,Staten Island Railway,489,10
2020-05-10,Staten Island Railway,406,12
2020-05-11,Staten Island Railway,829,5
2020-05-12,Staten Island Railway,914,5
2020-05-13,Staten Island Railway,956,5
2020-05-14,Staten Island Railway,923,5
2020-05-15,Staten Island Railway,976,6
2020-05-16,Staten Island Railway,485,10
2020-05-17,Staten Island Railway,337,10
2020-05-18,Staten Island Railway,1036,6
2020-05-19,Staten Island Railway,1067,6
2020-05-20,Staten Island Railway,1044,6
2020-05-21,Staten Island Railway,1069,6
2020-05-22,Staten Island Railway,1046,6
2020-05-23,Staten Island Railway,420,9
2020-05-24,Staten Island Railway,361,10
2020-05-25,Staten Island Railway,441,13
2020-05-26,Staten Island Railway,1173,7
2020-05-27,Staten Island Railway,1240,7
2020-05-28,Staten Island Railway,1191,7
2020-05-29,Staten Island Railway,1094,6
2020-05-30,Staten Island Railway,18,0
2020-05-31,Staten Island Railway,2,0
2020-06-01,Staten Island Railway,1358,8
2020-06-02,Staten Island Railway,1516,9
2020-06-03,Staten Island Railway,1323,8
2020-06-04,Staten Island Railway,1346,8
2020-06-05,Staten Island Railway,1249,8
2020-06-06,Staten Island Railway,9,0
2020-06-07,Staten Island Railway,95,2
2020-06-08,Staten Island Railway,1596,10
2020-06-09,Staten Island Railway,1662,10
2020-06-10,Staten Island Railway,1767,11
2020-06-11,Staten Island Railway,1576,10
2020-06-12,Staten Island Railway,1656,10
2020-06-13,Staten Island Railway,17,0
2020-06-14,Staten Island Railway,7,0
2020-06-15,Staten Island Railway,1813,11
2020-06-16,Staten Island Railway,1874,12
2020-06-17,Staten Island Railway,1857,11
2020-06-18,Staten Island Railway,1936,12
2020-06-19,Staten Island Railway,1751,45
2020-06-20,Staten Island Railway,22,0
2020-06-21,Staten Island Railway,0,0
2020-06-22,Staten Island Railway,2027,13
2020-06-23,Staten Island Railway,2219,14
2020-06-24,Staten Island Railway,2194,14
2020-06-25,Staten Island Railway,2210,14
2020-06-26,Staten Island Railway,2115,13
2020-06-27,Staten Island Railway,686,14
2020-06-28,Staten Island Railway,590,15
2020-06-29,Staten Island Railway,2317,14
2020-06-30,Staten Island Railway,2386,15
2020-07-01,Staten Island Railway,2305,17
2020-07-02,Staten Island Railway,2365,17
2020-07-03,Staten Island Railway,1138,32
2020-07-04,Staten Island Railway,690,14
2020-07-05,Staten Island Railway,528,15
2020-07-06,Staten Island Railway,2222,16
2020-07-07,Staten Island Railway,2403,17
2020-07-08,Staten Island Railway,2454,18
2020-07-09,Staten Island Railway,2571,19
2020-07-10,Staten Island Railway,2117,15
2020-07-11,Staten Island Railway,812,16
2020-07-12,Staten Island Railway,731,20
2020-07-13,Staten Island Railway,2504,18
2020-07-14,Staten Island Railway,2669,19
2020-07-15,Staten Island Railway,2751,20
2020-07-16,Staten Island Railway,2756,20
2020-07-17,Staten Island Railway,2427,18
2020-07-18,Staten Island Railway,786,15
2020-07-19,Staten Island Railway,504,14
2020-07-20,Staten Island Railway,2428,18
2020-07-21,Staten Island Railway,2725,20
2020-07-22,Staten Island Railway,2716,20
2020-07-23,Staten Island Railway,2632,19
2020-07-24,Staten Island Railway,2511,18
2020-07-25,Staten Island Railway,799,16
2020-07-26,Staten Island Railway,542,15
2020-07-27,Staten Island Railway,2626,19
2020-07-28,Staten Island Railway,2635,19
2020-07-29,Staten Island Railway,2778,20
2020-07-30,Staten Island Railway,2746,20
2020-07-31,Staten Island Railway,2429,18
2020-08-01,Staten Island Railway,904,19
2020-08-02,Staten Island Railway,615,17
2020-08-03,Staten Island Railway,2955,22
2020-08-04,Staten Island Railway,1499,11
2020-08-05,Staten Island Railway,2824,21
2020-08-06,Staten Island Railway,3125,23
2020-08-07,Staten Island Railway,2741,20
2020-08-08,Staten Island Railway,806,17
2020-08-09,Staten Island Railway,649,18
2020-08-10,Staten Island Railway,2995,22
2020-08-11,Staten Island Railway,3164,24
2020-08-12,Staten Island Railway,3124,23
2020-08-13,Staten Island Railway,2971,22
2020-08-14,Staten Island Railway,3012,23
2020-08-15,Staten Island Railway,974,21
2020-08-16,Staten Island Railway,529,15
2020-08-17,Staten Island Railway,3058,23
2020-08-18,Staten Island Railway,2951,22
2020-08-19,Staten Island Railway,2783,21
2020-08-20,Staten Island Railway,2960,22
2020-08-21,Staten Island Railway,2769,21
2020-08-22,Staten Island Railway,871,18
2020-08-23,Staten Island Railway,633,18
2020-08-24,Staten Island Railway,2756,21
2020-08-25,Staten Island Railway,2845,21
2020-08-26,Staten Island Railway,3012,23
2020-08-27,Staten Island Railway,2856,21
2020-08-28,Staten Island Railway,2716,20
2020-08-29,Staten Island Railway,798,17
2020-08-30,Staten Island Railway,825,23
2020-08-31,Staten Island Railway,3184,24
2020-09-01,Staten Island Railway,3217,19
2020-09-02,Staten Island Railway,3192,19
2020-09-03,Staten Island Railway,3327,19
2020-09-04,Staten Island Railway,3148,18
2020-09-05,Staten Island Railway,21,1
2020-09-06,Staten Island Railway,191,7
2020-09-07,Staten Island Railway,1210,41
2020-09-08,Staten Island Railway,3496,20
2020-09-09,Staten Island Railway,3586,21
2020-09-10,Staten Island Railway,3403,20
2020-09-11,Staten Island Railway,3442,20
2020-09-12,Staten Island Railway,29,1
2020-09-13,Staten Island Railway,4,0
2020-09-14,Staten Island Railway,3515,21
2020-09-15,Staten Island Railway,3696,22
2020-09-16,Staten Island Railway,3496,20
2020-09-17,Staten Island Railway,3617,21
2020-09-18,Staten Island Railway,3367,20
2020-09-19,Staten Island Railway,1001,24
2020-09-20,Staten Island Railway,760,26
2020-09-21,Staten Island Railway,3497,20
2020-09-22,Staten Island Railway,3821,22
2020-09-23,Staten Island Railway,3710,22
2020-09-24,Staten Island Railway,3816,22
2020-09-25,Staten Island Railway,3708,22
2020-09-26,Staten Island Railway,32,1
2020-09-27,Staten Island Railway,5,0
2020-09-28,Staten Island Railway,3371,20
2020-09-29,Staten Island Railway,3632,21
2020-09-30,Staten Island Railway,3704,22
2020-10-01,Staten Island Railway,4003,22
2020-10-02,Staten Island Railway,3589,20
2020-10-03,Staten Island Railway,33,1
2020-10-04,Staten Island Railway,761,20
2020-10-05,Staten Island Railway,3587,20
2020-10-06,Staten Island Railway,3866,22
2020-10-07,Staten Island Railway,3791,21
2020-10-08,Staten Island Railway,3913,22
2020-10-09,Staten Island Railway,3700,21
2020-10-10,Staten Island Railway,1430,31
2020-10-11,Staten Island Railway,1049,28
2020-10-12,Staten Island Railway,2237,13
2020-10-13,Staten Island Railway,3670,21
2020-10-14,Staten Island Railway,3956,22
2020-10-15,Staten Island Railway,4069,23
2020-10-16,Staten Island Railway,3366,19
2020-10-17,Staten Island Railway,1588,35
2020-10-18,Staten Island Railway,1074,28
2020-10-19,Staten Island Railway,3570,20
2020-10-20,Staten Island Railway,3859,22
2020-10-21,Staten Island Railway,3848,22
2020-10-22,Staten Island Railway,3927,22
2020-10-23,Staten Island Railway,3680,21
2020-10-24,Staten Island Railway,0,0
2020-10-25,Staten Island Railway,0,0
2020-10-26,Staten Island Railway,3429,19
2020-10-27,Staten Island Railway,3642,20
2020-10-28,Staten Island Railway,3676,21
2020-10-29,Staten Island Railway,3539,20
2020-10-30,Staten Island Railway,3270,18
2020-10-31,Staten Island Railway,20,0
2020-11-01,Staten Island Railway,3,0
2020-11-02,Staten Island Railway,3535,21
2020-11-03,Staten Island Railway,3184,19
2020-11-04,Staten Island Railway,3448,20
2020-11-05,Staten Island Railway,3793,22
2020-11-06,Staten Island Railway,3546,21
2020-11-07,Staten Island Railway,35,1
2020-11-08,Staten Island Railway,846,28
2020-11-09,Staten Island Railway,3561,21
2020-11-10,Staten Island Railway,3848,23
2020-11-11,Staten Island Railway,3050,99
2020-11-12,Staten Island Railway,3546,21
2020-11-13,Staten Island Railway,3332,20
2020-11-14,Staten Island Railway,14,0
2020-11-15,Staten Island Railway,697,23
2020-11-16,Staten Island Railway,3532,21
2020-11-17,Staten Island Railway,3584,21
2020-11-18,Staten Island Railway,3495,21
2020-11-19,Staten Island Railway,3529,21
2020-11-20,Staten Island Railway,3473,20
2020-11-21,Staten Island Railway,19,1
2020-11-22,Staten Island Railway,92,3
2020-11-23,Staten Island Railway,3223,19
2020-11-24,Staten Island Railway,3405,20
2020-11-25,Staten Island Railway,3166,19
2020-11-26,Staten Island Railway,847,28
2020-11-27,Staten Island Railway,2046,67
2020-11-28,Staten Island Railway,1203,35
2020-11-29,Staten Island Railway,826,27
2020-11-30,Staten Island Railway,3035,18
2020-12-01,Staten Island Railway,3432,22
2020-12-02,Staten Island Railway,3277,21
2020-12-03,Staten Island Railway,3325,21
2020-12-04,Staten Island Railway,3121,20
2020-12-05,Staten Island Railway,996,20
2020-12-06,Staten Island Railway,885,26
2020-12-07,Staten Island Railway,3209,21
2020-12-08,Staten Island Railway,3185,20
2020-12-09,Staten Island Railway,3233,21
2020-12-10,Staten Island Railway,3346,21
2020-12-11,Staten Island Railway,3278,21
2020-12-12,Staten Island Railway,20,0
2020-12-13,Staten Island Railway,80,2
2020-12-14,Staten Island Railway,2979,19
2020-12-15,Staten Island Railway,3353,21
2020-12-16,Staten Island Railway,2899,19
2020-12-17,Staten Island Railway,1613,10
2020-12-18,Staten Island Railway,3063,20
2020-12-19,Staten Island Railway,25,1
2020-12-20,Staten Island Railway,736,22
2020-12-21,Staten Island Railway,3244,21
2020-12-22,Staten Island Railway,3254,21
2020-12-23,Staten Island Railway,3201,21
2020-12-24,Staten Island Railway,2176,14
2020-12-25,Staten Island Railway,631,19
2020-12-26,Staten Island Railway,1014,20
2020-12-27,Staten Island Railway,901,27
2020-12-28,Staten Island Railway,3027,19
2020-12-29,Staten Island Railway,3097,20
2020-12-30,Staten Island Railway,2990,19
2020-12-31,Staten Island Railway,2162,14
2021-01-01,Staten Island Railway,805,29
2021-01-02,Staten Island Railway,1194,29
2021-01-03,Staten Island Railway,728,27
2021-01-04,Staten Island Railway,3260,20
2021-01-05,Staten Island Railway,3392,21
2021-01-06,Staten Island Railway,3260,20
2021-01-07,Staten Island Railway,3149,19
2021-01-08,Staten Island Railway,3017,18
2021-01-09,Staten Island Railway,806,20
2021-01-10,Staten Island Railway,593,22
2021-01-11,Staten Island Railway,3123,19
2021-01-12,Staten Island Railway,3297,20
2021-01-13,Staten Island Railway,3160,19
2021-01-14,Staten Island Railway,3234,20
2021-01-15,Staten Island Railway,2978,18
2021-01-16,Staten Island Railway,1099,27
2021-01-17,Staten Island Railway,910,33
2021-01-18,Staten Island Railway,2141,78
2021-01-19,Staten Island Railway,3328,20
2021-01-20,Staten Island Railway,2963,18
2021-01-21,Staten Island Railway,3258,20
2021-01-22,Staten Island Railway,3174,19
2021-01-23,Staten Island Railway,1114,27
2021-01-24,Staten Island Railway,821,30
2021-01-25,Staten Island Railway,3226,20
2021-01-26,Staten Island Railway,2965,18
2021-01-27,Staten Island Railway,3098,19
2021-01-28,Staten Island Railway,3208,20
2021-01-29,Staten Island Railway,2646,16
2021-01-30,Staten Island Railway,811,20
2021-01-31,Staten Island Railway,620,23
2021-02-01,Staten Island Railway,954,6
2021-02-02,Staten Island Railway,1517,9
2021-02-03,Staten Island Railway,3057,19
2021-02-04,Staten Island Railway,3381,21
2021-02-05,Staten Island Railway,3115,19
2021-02-06,Staten Island Railway,1280,30
2021-02-07,Staten Island Railway,736,26
2021-02-08,Staten Island Railway,3075,19
2021-02-09,Staten Island Railway,3123,19
2021-02-10,Staten Island Railway,3284,20
2021-02-11,Staten Island Railway,3148,19
2021-02-12,Staten Island Railway,2823,17
2021-02-13,Staten Island Railway,1198,28
2021-02-14,Staten Island Railway,863,31
2021-02-15,Staten Island Railway,1764,63
2021-02-16,Staten Island Railway,3211,20
2021-02-17,Staten Island Railway,3349,21
2021-02-18,Staten Island Railway,2521,16
2021-02-19,Staten Island Railway,2707,17
2021-02-20,Staten Island Railway,1381,32
2021-02-21,Staten Island Railway,956,34
2021-02-22,Staten Island Railway,3079,19
2021-02-23,Staten Island Railway,3406,21
2021-02-24,Staten Island Railway,3546,22
2021-02-25,Staten Island Railway,3543,22
2021-02-26,Staten Island Railway,3359,21
2021-02-27,Staten Island Railway,1324,31
2021-02-28,Staten Island Railway,972,35
2021-03-01,Staten Island Railway,3333,21
2021-03-02,Staten Island Railway,3472,22
2021-03-03,Staten Island Railway,3569,22
2021-03-04,Staten Island Railway,3456,22
2021-03-05,Staten Island Railway,3270,20
2021-03-06,Staten Island Railway,3,0
2021-03-07,Staten Island Railway,58,2
2021-03-08,Staten Island Railway,3344,21
2021-03-09,Staten Island Railway,3602,23
2021-03-10,Staten Island Railway,3625,23
2021-03-11,Staten Island Railway,3682,23
2021-03-12,Staten Island Railway,3507,22
2021-03-13,Staten Island Railway,0,0
2021-03-14,Staten Island Railway,0,0
2021-03-15,Staten Island Railway,3264,20
2021-03-16,Staten Island Railway,3394,21
2021-03-17,Staten Island Railway,3465,22
2021-03-18,Staten Island Railway,3283,21
2021-03-19,Staten Island Railway,3331,21
2021-03-20,Staten Island Railway,0,0
2021-03-21,Staten Island Railway,0,0
2021-03-22,Staten Island Railway,3646,23
2021-03-23,Staten Island Railway,3727,23
2021-03-24,Staten Island Railway,3578,22
2021-03-25,Staten Island Railway,3747,23
2021-03-26,Staten Island Railway,3536,22
2021-03-27,Staten Island Railway,0,0
2021-03-28,Staten Island Railway,0,0
2021-03-29,Staten Island Railway,3378,21
2021-03-30,Staten Island Railway,3806,24
2021-03-31,Staten Island Railway,3526,22
2021-04-01,Staten Island Railway,3434,21
2021-04-02,Staten Island Railway,3070,19
2021-04-03,Staten Island Railway,1503,29
2021-04-04,Staten Island Railway,1066,33
2021-04-05,Staten Island Railway,3431,21
2021-04-06,Staten Island Railway,3873,24
2021-04-07,Staten Island Railway,3809,23
2021-04-08,Staten Island Railway,3893,24
2021-04-09,Staten Island Railway,3686,23
2021-04-10,Staten Island Railway,1500,29
2021-04-11,Staten Island Railway,1020,31
2021-04-12,Staten Island Railway,3418,21
2021-04-13,Staten Island Railway,3877,24
2021-04-14,Staten Island Railway,3810,23
2021-04-15,Staten Island Railway,3593,22
2021-04-16,Staten Island Railway,3591,22
2021-04-17,Staten Island Railway,0,0
2021-04-18,Staten Island Railway,0,0
2021-04-19,Staten Island Railway,3634,22
2021-04-20,Staten Island Railway,4135,25
2021-04-21,Staten Island Railway,3788,23
2021-04-22,Staten Island Railway,3837,24
2021-04-23,Staten Island Railway,3737,23
2021-04-24,Staten Island Railway,0,0
2021-04-25,Staten Island Railway,0,0
2021-04-26,Staten Island Railway,3761,23
2021-04-27,Staten Island Railway,4020,25
2021-04-28,Staten Island Railway,4027,25
2021-04-29,Staten Island Railway,3881,24
2021-04-30,Staten Island Railway,3699,23
2021-05-01,Staten Island Railway,0,0
2021-05-02,Staten Island Railway,0,0
2021-05-03,Staten Island Railway,3744,22
2021-05-04,Staten Island Railway,4181,24
2021-05-05,Staten Island Railway,3851,22
2021-05-06,Staten Island Railway,4168,24
2021-05-07,Staten Island Railway,3827,22
2021-05-08,Staten Island Railway,0,0
2021-05-09,Staten Island Railway,856,24
2021-05-10,Staten Island Railway,3850,22
2021-05-11,Staten Island Railway,4227,24
2021-05-12,Staten Island Railway,4193,24
2021-05-13,Staten Island Railway,4112,24
2021-05-14,Staten Island Railway,3963,23
2021-05-15,Staten Island Railway,11,0
2021-05-16,Staten Island Railway,14,0
2021-05-17,Staten Island Railway,3990,23
2021-05-18,Staten Island Railway,4321,25
2021-05-19,Staten Island Railway,4367,25
2021-05-20,Staten Island Railway,4441,26
2021-05-21,Staten Island Railway,4264,25
2021-05-22,Staten Island Railway,1787,37
2021-05-23,Staten Island Railway,1358,39
2021-05-24,Staten Island Railway,4252,24
